ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
3014,0,0,13,0,-13
3015,1,0,135,0,-135
3016,1,0,15,0,-15
3017,0,0,0,0,0
3018,1,1,309,1455,1146
3019,1,0,10,0,-10
3020,0,0,3,0,-3
3021,1,0,34,0,-34
3022,0,0,70,0,-70
3023,0,0,45,0,-45
3024,1,1,611,1474,863
3025,1,0,30,0,-30
3026,1,1,149,2663,2514
3027,1,1,442,1640,1198
3028,1,0,48,0,-48
3029,0,0,34,0,-34
3030,1,1,595,1316,721
3031,1,1,269,1356,1087
3032,1,1,316,1436,1120
3033,1,0,35,0,-35
3034,1,0,46,0,-46
3035,0,0,104,0,-104
3036,1,1,106,1401,1295
3037,1,1,227,2113,1886
3038,1,1,287,1781,1494
3039,1,0,1,0,-1
3040,0,0,80,0,-80
3041,0,0,60,0,-60
3042,0,0,26,0,-26
3043,0,0,109,0,-109
3044,0,0,43,0,-43
3045,1,1,211,2040,1829
3046,1,0,0,0,0
3047,1,0,14,0,-14
3048,1,1,703,1458,755
3049,0,0,127,0,-127
3050,1,0,10,0,-10
3051,1,1,268,2292,2024
3052,1,0,33,0,-33
3053,1,1,112,1551,1439
3054,1,0,38,0,-38
3055,0,0,20,0,-20
3056,0,0,35,0,-35
3057,1,0,19,0,-19
3058,1,1,307,1583,1276
3059,1,1,1491,1284,-207
3060,1,1,353,1247,894
3061,0,0,113,0,-113
3062,1,0,45,0,-45
3063,1,0,63,0,-63
3064,1,0,2,0,-2
3065,1,0,56,0,-56
3066,1,1,416,1971,1555
3067,0,0,58,0,-58
3068,0,0,12,0,-12
3069,1,0,109,0,-109
3070,1,1,917,1208,291
3071,0,0,14,0,-14
3072,1,0,62,0,-62
3073,1,1,471,1332,861
3074,0,0,84,0,-84
3075,1,1,60,1485,1425
3076,1,0,39,0,-39
3077,1,1,68,1646,1578
3078,1,1,191,1240,1049
3079,0,0,8,0,-8
3080,1,0,59,0,-59
3081,1,1,1594,1229,-365
3082,1,1,98,1512,1414
3083,1,0,101,0,-101
3084,1,1,184,1318,1134
3085,0,0,73,0,-73
3086,1,1,131,1536,1405
3087,1,0,33,0,-33
3088,0,0,86,0,-86
3089,1,0,42,0,-42
3090,1,0,45,0,-45
3091,1,1,384,1473,1089
3092,1,1,267,1555,1288
3093,1,1,197,1405,1208
3094,1,1,29,1293,1264
3095,1,1,727,1222,495
3096,1,1,571,1280,709
3097,1,1,407,1662,1255
3098,1,0,45,0,-45
3099,0,0,60,0,-60
3100,1,1,63,1269,1206
3101,0,0,169,0,-169
3102,1,1,141,1400,1259
3103,1,1,379,1714,1335
3104,0,0,32,0,-32
3105,0,0,12,0,-12
3106,1,1,687,1636,949
3107,1,0,45,0,-45
3108,1,1,1371,1924,553
3109,0,0,18,0,-18
3110,1,1,50,1314,1264
3111,0,0,64,0,-64
3112,1,1,154,1230,1076
3113,1,1,859,1242,383
3114,0,0,1,0,-1
3115,0,0,14,0,-14
3116,0,0,139,0,-139
3117,1,1,438,1210,772
3118,1,0,8,0,-8
3119,1,0,143,0,-143
3120,0,0,55,0,-55
3121,1,1,362,1514,1152
3122,1,1,676,1318,642
3123,1,1,122,2898,2776
3124,1,0,27,0,-27
3125,0,0,54,0,-54
3126,1,1,162,1785,1623
3127,1,0,57,0,-57
3128,1,0,86,0,-86
3129,1,1,171,2815,2644
3130,1,0,189,0,-189
3131,1,1,815,1313,498
3132,1,0,20,0,-20
3133,1,0,63,0,-63
3134,1,0,9,0,-9
3135,1,1,261,1339,1078
3136,1,1,45,2144,2099
3137,0,0,14,0,-14
3138,1,0,3,0,-3
3139,1,1,724,1257,533
3140,0,0,5,0,-5
3141,0,0,18,0,-18
3142,1,1,178,2154,1976
3143,1,1,285,1244,959
3144,0,0,38,0,-38
3145,0,0,48,0,-48
3146,1,1,707,1250,543
3147,0,0,25,0,-25
3148,0,0,46,0,-46
3149,1,0,15,0,-15
3150,0,0,11,0,-11
3151,1,1,389,1724,1335
3152,1,1,471,1620,1149
3153,1,0,99,0,-99
3154,1,0,8,0,-8
3155,0,0,50,0,-50
3156,0,0,36,0,-36
3157,1,0,3,0,-3
3158,1,0,29,0,-29
3159,0,0,18,0,-18
3160,1,0,109,0,-109
3161,0,0,56,0,-56
3162,0,0,27,0,-27
3163,0,0,1,0,-1
3164,1,0,28,0,-28
3165,1,0,68,0,-68
3166,1,1,1243,1507,264
3167,1,0,2,0,-2
3168,1,0,94,0,-94
3169,0,0,6,0,-6
3170,1,0,33,0,-33
3171,1,0,124,0,-124
3172,0,0,12,0,-12
3173,1,0,53,0,-53
3174,0,0,42,0,-42
3175,1,0,77,0,-77
3176,1,1,148,1275,1127
3177,1,1,5700,1508,-4192
3178,0,0,90,0,-90
3179,0,0,8,0,-8
3180,1,1,373,2364,1991
3181,0,0,5,0,-5
3182,1,1,88,1227,1139
3183,1,1,674,1421,747
3184,1,1,12,1250,1238
3185,0,0,25,0,-25
3186,1,0,271,0,-271
3187,0,0,59,0,-59
3188,0,0,24,0,-24
3189,1,0,26,0,-26
3190,1,1,310,1577,1267
3191,0,0,39,0,-39
3192,1,1,718,1234,516
3193,1,1,428,1358,930
3194,0,0,53,0,-53
3195,0,0,20,0,-20
3196,1,0,48,0,-48
3197,1,1,306,1623,1317
3198,1,1,458,1610,1152
3199,1,1,1158,1413,255
3200,1,0,61,0,-61
3201,0,0,140,0,-140
3202,0,0,19,0,-19
3203,1,0,110,0,-110
3204,0,0,26,0,-26
3205,0,0,82,0,-82
3206,0,0,29,0,-29
3207,1,0,66,0,-66
3208,0,0,3,0,-3
3209,1,0,53,0,-53
3210,1,0,96,0,-96
3211,1,1,322,2410,2088
3212,0,0,2,0,-2
3213,1,0,23,0,-23
3214,1,0,6,0,-6
3215,1,1,222,1322,1100
3216,0,0,52,0,-52
3217,0,0,4,0,-4
3218,0,0,58,0,-58
3219,0,0,108,0,-108
3220,1,0,4,0,-4
3221,0,0,30,0,-30
3222,1,0,4,0,-4
3223,1,0,54,0,-54
3224,1,0,227,0,-227
3225,0,0,49,0,-49
3226,1,0,202,0,-202
3227,0,0,148,0,-148
3228,1,1,591,2500,1909
3229,0,0,26,0,-26
3230,1,0,2,0,-2
3231,1,1,1156,1325,169
3232,1,1,778,1623,845
3233,1,0,18,0,-18
3234,1,0,89,0,-89
3235,1,1,47,1435,1388
3236,0,0,19,0,-19
3237,0,0,170,0,-170
3238,0,0,29,0,-29
3239,0,0,3,0,-3
3240,1,1,213,1309,1096
3241,1,1,385,1304,919
3242,1,0,18,0,-18
3243,1,1,12,1310,1298
3244,1,0,25,0,-25
3245,0,0,27,0,-27
3246,1,1,273,2071,1798
3247,1,0,1,0,-1
3248,0,0,9,0,-9
3249,1,0,55,0,-55
3250,0,0,211,0,-211
3251,1,0,66,0,-66
3252,1,0,51,0,-51
3253,1,0,243,0,-243
3254,1,1,78,1245,1167
3255,1,1,199,2326,2127
3256,1,1,587,1311,724
3257,0,0,31,0,-31
3258,0,0,114,0,-114
3259,0,0,90,0,-90
3260,0,0,41,0,-41
3261,1,0,2,0,-2
3262,1,0,103,0,-103
3263,1,0,2,0,-2
3264,1,0,32,0,-32
3265,1,1,210,1238,1028
3266,1,1,141,1622,1481
3267,1,1,450,1815,1365
3268,0,0,23,0,-23
3269,1,1,188,1716,1528
3270,0,0,63,0,-63
3271,1,1,1106,3239,2133
3272,1,1,1561,1220,-341
3273,1,1,69,1661,1592
3274,0,0,87,0,-87
3275,1,0,2,0,-2
3276,1,1,296,1273,977
3277,0,0,7,0,-7
3278,1,1,1452,1213,-239
3279,0,0,5,0,-5
3280,1,0,127,0,-127
3281,1,0,40,0,-40
3282,1,0,4,0,-4
3283,1,0,126,0,-126
3284,0,0,22,0,-22
3285,0,0,82,0,-82
3286,0,0,21,0,-21
3287,1,0,55,0,-55
3288,0,0,15,0,-15
3289,1,0,44,0,-44
3290,1,1,44,1378,1334
3291,1,0,85,0,-85
3292,1,1,569,1750,1181
3293,0,0,22,0,-22
3294,0,0,107,0,-107
3295,1,0,1,0,-1
3296,1,1,404,1842,1438
3297,1,1,418,2995,2577
3298,1,0,6,0,-6
3299,1,0,82,0,-82
3300,0,0,24,0,-24
3301,1,1,65,1269,1204
3302,0,0,17,0,-17
3303,0,0,81,0,-81
3304,1,1,645,1236,591
3305,1,0,16,0,-16
3306,1,1,281,1313,1032
3307,1,1,411,1446,1035
3308,1,1,899,1301,402
3309,0,0,40,0,-40
3310,1,0,81,0,-81
3311,0,0,173,0,-173
3312,1,1,306,1282,976
3313,0,0,121,0,-121
3314,1,1,2031,1605,-426
3315,1,0,27,0,-27
3316,1,0,54,0,-54
3317,0,0,191,0,-191
3318,1,1,153,1230,1077
3319,0,0,16,0,-16
3320,1,0,19,0,-19
3321,0,0,86,0,-86
3322,1,0,3,0,-3
3323,1,0,51,0,-51
3324,0,0,24,0,-24
3325,1,1,1167,1257,90
3326,1,1,173,1655,1482
3327,0,0,162,0,-162
3328,0,0,117,0,-117
3329,1,1,2586,1919,-667
3330,1,0,37,0,-37
3331,1,0,8,0,-8
3332,1,1,1126,1450,324
3333,0,0,77,0,-77
3334,0,0,5,0,-5
3335,0,0,142,0,-142
3336,0,0,1,0,-1
3337,1,0,77,0,-77
3338,1,0,37,0,-37
3339,0,0,96,0,-96
3340,1,1,417,1609,1192
3341,1,1,870,1912,1042
3342,0,0,9,0,-9
3343,1,1,190,1307,1117
3344,1,1,731,1627,896
3345,1,0,51,0,-51
3346,0,0,148,0,-148
3347,0,0,17,0,-17
3348,1,1,150,1291,1141
3349,0,0,66,0,-66
3350,0,0,32,0,-32
3351,0,0,152,0,-152
3352,1,1,40,2050,2010
3353,1,1,181,1679,1498
3354,0,0,41,0,-41
3355,1,1,963,1258,295
3356,1,0,162,0,-162
3357,1,1,300,1428,1128
3358,1,0,175,0,-175
3359,1,0,37,0,-37
3360,1,1,918,1270,352
3361,0,0,111,0,-111
3362,1,1,646,1322,676
3363,0,0,5,0,-5
3364,0,0,46,0,-46
3365,0,0,8,0,-8
3366,1,1,769,1673,904
3367,1,1,745,1302,557
3368,1,1,621,1990,1369
3369,1,1,2031,1743,-288
3370,0,0,16,0,-16
3371,1,1,962,1481,519
3372,0,0,74,0,-74
3373,0,0,9,0,-9
3374,0,0,6,0,-6
3375,1,1,543,1208,665
3376,0,0,33,0,-33
3377,1,0,26,0,-26
3378,0,0,124,0,-124
3379,0,0,24,0,-24
3380,1,0,85,0,-85
3381,0,0,82,0,-82
3382,1,0,80,0,-80
3383,1,0,102,0,-102
3384,1,0,85,0,-85
3385,0,0,31,0,-31
3386,1,1,257,1447,1190
3387,0,0,13,0,-13
3388,1,0,197,0,-197
3389,1,1,253,3482,3229
3390,0,0,145,0,-145
3391,1,0,47,0,-47
3392,1,1,701,2356,1655
3393,0,0,27,0,-27
3394,0,0,2,0,-2
3395,1,1,807,1375,568
3396,1,0,78,0,-78
3397,1,1,631,1429,798
3398,0,0,34,0,-34
3399,1,1,528,1280,752
3400,1,0,0,0,0
3401,0,0,36,0,-36
3402,0,0,49,0,-49
3403,0,0,156,0,-156
3404,1,1,1409,1608,199
3405,0,0,64,0,-64
3406,0,0,12,0,-12
3407,0,0,52,0,-52
3408,0,0,0,0,0
3409,0,0,31,0,-31
3410,0,0,145,0,-145
3411,1,1,679,1290,611
3412,1,1,1114,1479,365
3413,0,0,25,0,-25
3414,0,0,93,0,-93
3415,1,0,20,0,-20
3416,1,1,570,1473,903
3417,1,1,216,1291,1075
3418,1,1,601,1424,823
3419,0,0,3,0,-3
3420,1,1,274,1373,1099
3421,0,0,185,0,-185
3422,1,0,13,0,-13
3423,0,0,26,0,-26
3424,1,1,290,1230,940
3425,0,0,25,0,-25
3426,1,0,41,0,-41
3427,0,0,86,0,-86
3428,1,0,67,0,-67
3429,0,0,64,0,-64
3430,0,0,21,0,-21
3431,1,1,810,2130,1320
3432,1,0,47,0,-47
3433,0,0,20,0,-20
3434,1,0,103,0,-103
3435,1,0,29,0,-29
3436,1,0,9,0,-9
3437,1,1,130,1239,1109
3438,0,0,12,0,-12
3439,0,0,216,0,-216
3440,0,0,74,0,-74
3441,1,0,17,0,-17
3442,1,1,746,2114,1368
3443,1,0,134,0,-134
3444,0,0,71,0,-71
3445,0,0,12,0,-12
3446,1,0,33,0,-33
3447,1,1,796,1221,425
3448,1,1,99,1585,1486
3449,1,1,326,1615,1289
3450,1,0,93,0,-93
3451,1,0,1,0,-1
3452,1,1,317,1245,928
3453,0,0,4,0,-4
3454,1,0,25,0,-25
3455,1,1,2019,1311,-708
3456,1,0,35,0,-35
3457,0,0,120,0,-120
3458,0,0,73,0,-73
3459,0,0,115,0,-115
3460,1,0,4,0,-4
3461,1,1,469,1221,752
3462,1,0,72,0,-72
3463,0,0,40,0,-40
3464,0,0,22,0,-22
3465,1,1,241,1672,1431
3466,1,1,53,1387,1334
3467,1,1,325,1244,919
3468,0,0,15,0,-15
3469,1,0,88,0,-88
3470,1,0,84,0,-84
3471,0,0,113,0,-113
3472,0,0,15,0,-15
3473,0,0,64,0,-64
3474,1,0,47,0,-47
3475,1,1,70,1410,1340
3476,1,1,471,1677,1206
3477,1,1,333,1745,1412
3478,0,0,20,0,-20
3479,1,0,24,0,-24
3480,0,0,4,0,-4
3481,1,1,661,1343,682
3482,1,1,183,1660,1477
3483,1,0,49,0,-49
3484,1,0,11,0,-11
3485,1,1,403,1227,824
3486,1,1,661,1834,1173
3487,0,0,1,0,-1
3488,0,0,43,0,-43
3489,0,0,96,0,-96
3490,0,0,16,0,-16
3491,0,0,43,0,-43
3492,1,0,4,0,-4
3493,1,0,61,0,-61
3494,0,0,0,0,0
3495,1,1,1064,1245,181
3496,1,1,343,1640,1297
3497,1,1,101,1332,1231
3498,1,0,159,0,-159
3499,1,1,63,1340,1277
3500,0,0,72,0,-72
3501,0,0,41,0,-41
3502,0,0,1,0,-1
3503,0,0,72,0,-72
3504,0,0,134,0,-134
3505,1,0,40,0,-40
3506,1,1,300,1532,1232
3507,1,0,6,0,-6
3508,0,0,1,0,-1
3509,0,0,74,0,-74
3510,1,1,485,1909,1424
3511,1,1,172,1292,1120
3512,1,1,686,1319,633
3513,1,0,18,0,-18
3514,1,1,92,1227,1135
3515,1,0,58,0,-58
3516,1,1,1039,1445,406
3517,0,0,62,0,-62
3518,1,0,25,0,-25
3519,0,0,19,0,-19
3520,0,0,0,0,0
3521,0,0,28,0,-28
3522,0,0,113,0,-113
3523,0,0,89,0,-89
3524,0,0,29,0,-29
3525,1,1,702,1383,681
3526,0,0,22,0,-22
3527,1,1,154,1458,1304
3528,1,0,34,0,-34
3529,0,0,25,0,-25
3530,1,1,1427,1391,-36
3531,1,1,641,1282,641
3532,0,0,12,0,-12
3533,1,0,85,0,-85
3534,0,0,88,0,-88
3535,0,0,11,0,-11
3536,0,0,65,0,-65
3537,1,0,28,0,-28
3538,1,0,44,0,-44
3539,0,0,25,0,-25
3540,1,1,1090,1342,252
3541,0,0,33,0,-33
3542,0,0,5,0,-5
3543,1,0,48,0,-48
3544,0,0,19,0,-19
3545,1,1,380,1591,1211
3546,1,0,39,0,-39
3547,1,0,90,0,-90
3548,1,1,231,1207,976
3549,1,0,73,0,-73
3550,1,0,75,0,-75
3551,0,0,27,0,-27
3552,1,1,198,1553,1355
3553,1,0,5,0,-5
3554,1,0,14,0,-14
3555,1,1,158,1368,1210
3556,1,0,33,0,-33
3557,0,0,66,0,-66
3558,0,0,36,0,-36
3559,0,0,91,0,-91
3560,0,0,173,0,-173
3561,1,1,291,1350,1059
3562,1,1,127,1273,1146
3563,1,0,3,0,-3
3564,1,0,1,0,-1
3565,1,0,39,0,-39
3566,1,1,831,1434,603
3567,0,0,47,0,-47
3568,1,1,846,1543,697
3569,0,0,101,0,-101
3570,0,0,85,0,-85
3571,0,0,39,0,-39
3572,1,0,34,0,-34
3573,1,0,49,0,-49
3574,1,1,627,1328,701
3575,1,1,1609,1473,-136
3576,0,0,14,0,-14
3577,1,1,207,1205,998
3578,1,0,76,0,-76
3579,1,1,682,1220,538
3580,0,0,36,0,-36
3581,1,0,24,0,-24
3582,0,0,6,0,-6
3583,0,0,123,0,-123
3584,0,0,115,0,-115
3585,0,0,22,0,-22
3586,0,0,60,0,-60
3587,1,0,15,0,-15
3588,1,0,51,0,-51
3589,1,0,90,0,-90
3590,1,1,563,1338,775
3591,1,1,380,1513,1133
3592,1,1,1755,1215,-540
3593,1,1,339,1475,1136
3594,0,0,29,0,-29
3595,1,0,57,0,-57
3596,0,0,170,0,-170
3597,0,0,109,0,-109
3598,0,0,63,0,-63
3599,0,0,42,0,-42
3600,0,0,87,0,-87
3601,1,0,7,0,-7
3602,0,0,24,0,-24
3603,0,0,17,0,-17
3604,0,0,24,0,-24
3605,1,1,418,1494,1076
3606,0,0,60,0,-60
3607,0,0,43,0,-43
3608,0,0,65,0,-65
3609,1,0,119,0,-119
3610,0,0,42,0,-42
3611,0,0,268,0,-268
3612,0,0,15,0,-15
3613,1,0,0,0,0
3614,1,0,46,0,-46
3615,1,0,27,0,-27
3616,1,1,103,1334,1231
3617,0,0,245,0,-245
3618,0,0,14,0,-14
3619,1,0,14,0,-14
3620,1,0,7,0,-7
3621,1,0,11,0,-11
3622,0,0,77,0,-77
3623,1,0,19,0,-19
3624,1,1,153,1245,1092
3625,1,1,147,5239,5092
3626,1,1,811,1210,399
3627,1,1,95,1257,1162
3628,0,0,75,0,-75
3629,0,0,7,0,-7
3630,1,1,468,1268,800
3631,1,0,146,0,-146
3632,1,1,690,1995,1305
3633,1,1,692,1241,549
3634,0,0,42,0,-42
3635,1,1,1359,1322,-37
3636,1,0,56,0,-56
3637,0,0,1,0,-1
3638,1,1,77,1202,1125
3639,1,1,649,1265,616
3640,1,0,52,0,-52
3641,1,0,90,0,-90
3642,0,0,53,0,-53
3643,1,1,28,1265,1237
3644,1,0,55,0,-55
3645,0,0,142,0,-142
3646,0,0,16,0,-16
3647,0,0,18,0,-18
3648,1,0,59,0,-59
3649,1,0,74,0,-74
3650,1,1,411,1474,1063
3651,0,0,72,0,-72
3652,1,0,125,0,-125
3653,1,0,59,0,-59
3654,0,0,85,0,-85
3655,1,1,811,1878,1067
3656,0,0,40,0,-40
3657,1,1,165,2022,1857
3658,0,0,17,0,-17
3659,1,0,4,0,-4
3660,1,1,634,1651,1017
3661,1,1,1345,1292,-53
3662,1,1,51,1247,1196
3663,1,1,240,1248,1008
3664,1,0,9,0,-9
3665,0,0,30,0,-30
3666,0,0,25,0,-25
3667,0,0,60,0,-60
3668,0,0,33,0,-33
3669,0,0,18,0,-18
3670,1,1,1227,1273,46
3671,1,1,229,1217,988
3672,1,0,138,0,-138
3673,1,0,84,0,-84
3674,0,0,111,0,-111
3675,0,0,42,0,-42
3676,1,1,42,1614,1572
3677,0,0,10,0,-10
3678,1,0,24,0,-24
3679,1,1,267,1528,1261
3680,1,0,8,0,-8
3681,1,0,85,0,-85
3682,0,0,34,0,-34
3683,0,0,28,0,-28
3684,1,1,62,1246,1184
3685,0,0,6,0,-6
3686,1,0,48,0,-48
3687,1,0,102,0,-102
3688,1,0,31,0,-31
3689,1,1,194,1358,1164
3690,1,1,819,1463,644
3691,1,1,351,1353,1002
3692,1,1,256,1499,1243
3693,1,0,3,0,-3
3694,1,1,1284,1834,550
3695,0,0,2,0,-2
3696,0,0,12,0,-12
3697,1,1,329,2618,2289
3698,1,1,889,1347,458
3699,1,1,191,1214,1023
3700,1,1,266,1274,1008
3701,0,0,32,0,-32
3702,0,0,87,0,-87
3703,1,1,245,1431,1186
3704,1,0,2,0,-2
3705,0,0,22,0,-22
3706,0,0,34,0,-34
3707,0,0,35,0,-35
3708,0,0,1,0,-1
3709,0,0,67,0,-67
3710,1,0,71,0,-71
3711,1,1,488,1977,1489
3712,1,0,49,0,-49
3713,0,0,5,0,-5
3714,1,0,8,0,-8
3715,0,0,6,0,-6
3716,1,1,1247,1488,241
3717,1,1,453,1382,929
3718,1,0,25,0,-25
3719,1,1,193,1297,1104
3720,1,0,29,0,-29
3721,0,0,134,0,-134
3722,0,0,132,0,-132
3723,0,0,31,0,-31
3724,0,0,202,0,-202
3725,1,0,63,0,-63
3726,1,1,1680,1755,75
3727,0,0,42,0,-42
3728,1,0,20,0,-20
3729,1,0,88,0,-88
3730,0,0,80,0,-80
3731,1,0,28,0,-28
3732,1,0,154,0,-154
3733,0,0,31,0,-31
3734,1,0,47,0,-47
3735,1,0,26,0,-26
3736,0,0,58,0,-58
3737,1,1,56,1333,1277
3738,1,0,66,0,-66
3739,0,0,55,0,-55
3740,0,0,89,0,-89
3741,1,1,1335,1598,263
3742,0,0,43,0,-43
3743,0,0,11,0,-11
3744,0,0,14,0,-14
3745,0,0,10,0,-10
3746,1,0,42,0,-42
3747,1,1,450,1784,1334
3748,1,0,81,0,-81
3749,1,0,95,0,-95
3750,1,1,802,1275,473
3751,1,0,126,0,-126
3752,1,1,276,2250,1974
3753,1,1,1207,2150,943
3754,1,0,7,0,-7
3755,1,0,36,0,-36
3756,0,0,31,0,-31
3757,1,0,6,0,-6
3758,0,0,34,0,-34
3759,0,0,65,0,-65
3760,1,0,76,0,-76
3761,1,1,1233,1557,324
3762,1,0,30,0,-30
3763,1,0,14,0,-14
3764,1,0,11,0,-11
3765,1,0,28,0,-28
3766,0,0,132,0,-132
3767,0,0,41,0,-41
3768,1,0,98,0,-98
3769,0,0,38,0,-38
3770,0,0,2,0,-2
3771,0,0,10,0,-10
3772,1,1,36,1260,1224
3773,1,1,625,1517,892
3774,1,1,105,2688,2583
3775,0,0,12,0,-12
3776,1,1,528,1209,681
3777,0,0,19,0,-19
3778,1,0,71,0,-71
3779,0,0,172,0,-172
3780,1,0,15,0,-15
3781,0,0,41,0,-41
3782,0,0,33,0,-33
3783,1,1,75,1411,1336
3784,1,1,359,1327,968
3785,1,1,558,1485,927
3786,0,0,42,0,-42
3787,1,1,689,1548,859
3788,1,0,8,0,-8
3789,1,1,313,1446,1133
3790,0,0,22,0,-22
3791,1,0,77,0,-77
3792,1,0,46,0,-46
3793,0,0,24,0,-24
3794,1,1,471,1557,1086
3795,1,1,566,2024,1458
3796,1,0,84,0,-84
3797,1,1,2138,1465,-673
3798,1,1,74,1201,1127
3799,0,0,60,0,-60
3800,1,0,44,0,-44
3801,1,1,1174,1576,402
3802,1,1,828,1208,380
3803,0,0,60,0,-60
3804,0,0,131,0,-131
3805,0,0,39,0,-39
3806,1,0,27,0,-27
3807,1,0,0,0,0
3808,1,0,16,0,-16
3809,1,0,120,0,-120
3810,1,1,21,1306,1285
3811,0,0,25,0,-25
3812,1,1,1255,1367,112
3813,0,0,40,0,-40
3814,1,0,4,0,-4
3815,1,1,76,1272,1196
3816,1,1,541,1255,714
3817,1,1,44,1230,1186
3818,1,0,11,0,-11
3819,0,0,21,0,-21
3820,1,0,40,0,-40
3821,0,0,24,0,-24
3822,0,0,60,0,-60
3823,0,0,4,0,-4
3824,1,1,1248,1328,80
3825,1,1,68,1599,1531
3826,1,1,3003,1674,-1329
3827,0,0,64,0,-64
3828,1,1,1202,1269,67
3829,0,0,110,0,-110
3830,1,1,113,1661,1548
3831,1,1,215,1382,1167
3832,0,0,91,0,-91
3833,0,0,14,0,-14
3834,0,0,64,0,-64
3835,0,0,50,0,-50
3836,1,1,487,1434,947
3837,0,0,36,0,-36
3838,1,1,1274,1230,-44
3839,0,0,42,0,-42
3840,0,0,27,0,-27
3841,0,0,81,0,-81
3842,0,0,12,0,-12
3843,0,0,117,0,-117
3844,0,0,160,0,-160
3845,1,0,11,0,-11
3846,0,0,14,0,-14
3847,1,1,156,2171,2015
3848,1,1,92,2375,2283
3849,1,0,53,0,-53
3850,1,1,55,1704,1649
3851,0,0,57,0,-57
3852,1,1,341,1248,907
3853,0,0,26,0,-26
3854,0,0,123,0,-123
3855,1,0,2,0,-2
3856,1,0,20,0,-20
3857,0,0,3,0,-3
3858,0,0,37,0,-37
3859,0,0,56,0,-56
3860,1,1,257,1583,1326
3861,0,0,3,0,-3
3862,1,1,471,3004,2533
3863,0,0,17,0,-17
3864,1,1,96,1350,1254
3865,1,1,519,1786,1267
3866,1,1,598,1281,683
3867,0,0,96,0,-96
3868,1,1,54,1336,1282
3869,1,1,570,1277,707
3870,1,0,19,0,-19
3871,0,0,26,0,-26
3872,0,0,80,0,-80
3873,0,0,30,0,-30
3874,1,1,466,1451,985
3875,1,1,41,1278,1237
3876,0,0,108,0,-108
3877,1,1,1156,1462,306
3878,1,1,328,1681,1353
3879,1,1,748,1482,734
3880,1,1,322,1362,1040
3881,1,0,78,0,-78
3882,1,1,245,1319,1074
3883,1,0,47,0,-47
3884,1,1,334,1633,1299
3885,1,1,321,1451,1130
3886,1,1,223,2268,2045
3887,1,1,559,1749,1190
3888,0,0,5,0,-5
3889,1,1,920,1403,483
3890,0,0,25,0,-25
3891,1,0,27,0,-27
3892,1,1,387,1745,1358
3893,0,0,41,0,-41
3894,0,0,102,0,-102
3895,1,1,270,2326,2056
3896,1,1,243,1315,1072
3897,0,0,13,0,-13
3898,1,1,612,1282,670
3899,1,0,68,0,-68
3900,1,0,39,0,-39
3901,0,0,6,0,-6
3902,1,0,45,0,-45
3903,1,1,327,1658,1331
3904,1,0,71,0,-71
3905,1,0,19,0,-19
3906,0,0,37,0,-37
3907,0,0,30,0,-30
3908,0,0,12,0,-12
3909,1,1,286,1419,1133
3910,1,1,147,2008,1861
3911,0,0,16,0,-16
3912,1,0,13,0,-13
3913,0,0,18,0,-18
3914,1,0,40,0,-40
3915,1,0,19,0,-19
3916,1,0,80,0,-80
3917,0,0,148,0,-148
3918,1,0,21,0,-21
3919,0,0,9,0,-9
3920,1,0,70,0,-70
3921,1,1,777,1318,541
3922,1,1,522,1546,1024
3923,0,0,67,0,-67
3924,1,0,134,0,-134
3925,0,0,53,0,-53
3926,1,0,17,0,-17
3927,0,0,75,0,-75
3928,0,0,5,0,-5
3929,0,0,76,0,-76
3930,1,1,600,2515,1915
3931,1,0,24,0,-24
3932,0,0,44,0,-44
3933,1,0,3,0,-3
3934,1,0,27,0,-27
3935,1,1,290,1685,1395
3936,1,1,148,1762,1614
3937,1,1,753,1369,616
3938,1,1,263,1231,968
3939,1,1,509,1351,842
3940,1,1,645,1594,949
3941,0,0,6,0,-6
3942,0,0,12,0,-12
3943,0,0,48,0,-48
3944,0,0,73,0,-73
3945,0,0,37,0,-37
3946,0,0,37,0,-37
3947,0,0,4,0,-4
3948,1,1,78,1265,1187
3949,0,0,75,0,-75
3950,1,1,240,1899,1659
3951,1,0,78,0,-78
3952,1,0,48,0,-48
3953,0,0,16,0,-16
3954,1,0,11,0,-11
3955,1,1,190,1498,1308
3956,1,1,1281,1513,232
3957,1,1,145,1526,1381
3958,1,0,7,0,-7
3959,0,0,56,0,-56
3960,1,1,177,2180,2003
3961,0,0,41,0,-41
3962,1,0,102,0,-102
3963,0,0,43,0,-43
3964,1,1,1361,1240,-121
3965,0,0,23,0,-23
3966,1,0,11,0,-11
3967,0,0,6,0,-6
3968,1,1,1276,1548,272
3969,1,1,346,1440,1094
3970,0,0,40,0,-40
3971,0,0,155,0,-155
3972,1,0,73,0,-73
3973,1,1,341,1213,872
3974,1,1,135,1320,1185
3975,0,0,118,0,-118
3976,1,1,191,1294,1103
3977,1,1,1693,1798,105
3978,0,0,32,0,-32
3979,0,0,46,0,-46
3980,1,1,1405,1386,-19
3981,0,0,76,0,-76
3982,1,1,127,1491,1364
3983,1,1,438,2446,2008
3984,1,0,43,0,-43
3985,1,1,1228,1409,181
3986,1,1,558,1306,748
3987,1,0,12,0,-12
3988,1,0,51,0,-51
3989,1,0,47,0,-47
3990,1,0,36,0,-36
3991,1,1,257,1453,1196
3992,0,0,4,0,-4
3993,0,0,48,0,-48
