"client_rk","visit_dttm","account_rk","registration_dttm","application_rk","game_rk","application_dttm","game_dttm","game_flg","finish_flg","games_played","games_finished"
880,2023-01-22 18:19:50.934,,,,,,,,,,
896,2022-12-13 09:15:16.187,,,,,,,,,,
912,2023-01-22 21:31:54.161,,,,,,,,,,
928,2022-12-19 12:42:40.286,565,2022-12-19 18:40:17.517,292,435,2022-12-21 15:47:02.969,2023-01-30 05:55:51.704,1,0,2,0
928,2022-12-19 12:42:40.286,565,2022-12-19 18:40:17.517,44,329,2022-12-31 01:54:42.449,2023-02-25 18:59:02.986,0,0,2,0
928,2022-12-19 12:42:40.286,565,2022-12-19 18:40:17.517,114,69,2022-12-26 18:07:32.975,2023-01-04 12:18:15.273,1,0,2,0
944,2022-09-02 16:07:27.699,985,2022-09-03 14:00:27.561,,,,,,,,
960,2023-01-02 19:53:53.799,,,,,,,,,,
976,2022-10-22 19:36:35.631,,,,,,,,,,
992,2022-12-10 15:21:00.724,,,,,,,,,,
1008,2022-10-22 12:54:47.658,868,2022-10-23 00:09:54.964,,,,,,,,
1025,2022-09-09 00:35:52.675,,,,,,,,,,
1041,2022-12-27 12:27:09.803,393,2022-12-28 10:00:54.117,,,,,,,,
1057,2022-10-06 22:33:04.406,,,,,,,,,,
1073,2022-11-26 09:13:12.314,,,,,,,,,,
1089,2022-10-26 09:59:07.572,,,,,,,,,,
1105,2022-09-19 19:01:54.585,,,,,,,,,,
1121,2022-09-23 21:06:01.205,,,,,,,,,,
1137,2022-10-05 20:03:54.182,431,2022-10-06 15:46:09.978,,,,,,,,
1153,2022-10-31 17:35:53.618,,,,,,,,,,
1169,2022-10-02 02:20:47.345,,,,,,,,,,
1185,2022-11-29 12:47:29.134,,,,,,,,,,
1201,2022-12-01 06:03:01.542,,,,,,,,,,
1217,2022-09-17 10:39:03.407,,,,,,,,,,
1233,2022-09-09 04:41:23.508,,,,,,,,,,
1249,2023-01-24 15:13:14.467,,,,,,,,,,
1265,2022-09-11 11:46:26.866,,,,,,,,,,
1286,2022-09-30 07:02:10.969,,,,,,,,,,
1302,2023-01-04 10:26:57.604,,,,,,,,,,
1318,2022-10-06 13:42:03.723,923,2022-10-06 17:02:37.177,,,,,,,,
1334,2022-11-13 20:54:32.278,,,,,,,,,,
1350,2022-12-20 05:43:53.465,,,,,,,,,,
1366,2023-01-30 14:32:56.348,,,,,,,,,,
1382,2022-12-31 16:05:36.758,,,,,,,,,,
1398,2023-01-03 15:21:05.958,,,,,,,,,,
1414,2022-09-09 04:54:35.939,,,,,,,,,,
1430,2023-01-18 19:38:46.519,,,,,,,,,,
1446,2022-11-16 00:04:13.520,,,,,,,,,,
1462,2022-09-24 17:37:33.319,,,,,,,,,,
1478,2022-09-19 01:23:57.015,,,,,,,,,,
1494,2022-12-29 13:40:15.511,411,2022-12-29 22:24:59.558,,,,,,,,
1510,2022-09-19 02:40:37.194,364,2022-09-19 06:08:14.013,,,,,,,,
1526,2022-11-14 06:49:04.551,,,,,,,,,,
1543,2023-01-14 04:07:38.881,,,,,,,,,,
1559,2022-10-14 01:53:59.346,419,2022-10-14 09:22:51.989,,,,,,,,
1575,2022-09-18 06:10:46.402,,,,,,,,,,
1591,2022-10-03 22:49:32.919,,,,,,,,,,
1607,2022-09-30 23:12:14.221,,,,,,,,,,
1623,2022-10-07 05:56:02.022,17,2022-10-07 11:37:09.941,,,,,,,,
1639,2022-10-07 06:47:34.490,,,,,,,,,,
1655,2022-10-12 11:48:40.918,,,,,,,,,,
1671,2022-09-07 11:20:25.034,,,,,,,,,,
1687,2022-09-27 01:18:31.984,,,,,,,,,,
1703,2023-01-10 18:23:49.762,,,,,,,,,,
1719,2023-01-31 06:47:05.918,,,,,,,,,,
1735,2023-01-14 09:48:40.485,,,,,,,,,,
1751,2022-09-20 23:15:36.871,,,,,,,,,,
1767,2022-11-28 09:22:28.805,982,2022-11-29 08:40:52.605,,,,,,,,
1783,2022-10-06 01:57:10.911,554,2022-10-06 09:04:44.177,440,198,2022-10-06 22:09:58.805,2022-12-31 05:55:50.804,1,0,1,0
1783,2022-10-06 01:57:10.911,554,2022-10-06 09:04:44.177,175,125,2022-10-20 17:40:12.047,2023-03-15 10:56:36.255,0,0,1,0
1804,2023-01-15 20:42:42.062,182,2023-01-16 09:17:36.062,,,,,,,,
1820,2022-12-13 08:08:46.806,,,,,,,,,,
1836,2022-12-03 18:03:29.303,,,,,,,,,,
1852,2022-10-15 13:00:36.922,568,2022-10-16 00:16:25.775,146,217,2022-10-25 16:10:05.394,2022-12-01 01:21:07.137,1,0,1,0
1868,2022-12-16 20:34:30.698,,,,,,,,,,
1884,2023-01-30 04:22:45.917,,,,,,,,,,
1900,2022-09-25 18:23:38.947,,,,,,,,,,
1916,2022-11-10 22:55:23.839,,,,,,,,,,
1932,2022-10-10 11:46:46.288,,,,,,,,,,
1948,2023-01-02 06:45:31.990,,,,,,,,,,
1964,2022-09-02 06:56:34.441,,,,,,,,,,
1980,2022-12-21 16:53:09.637,,,,,,,,,,
1996,2023-01-10 05:59:24.385,,,,,,,,,,
2012,2022-10-27 02:32:41.662,,,,,,,,,,
2028,2023-01-28 18:37:17.366,,,,,,,,,,
2044,2022-09-13 15:17:18.119,,,,,,,,,,
2061,2023-02-01 15:06:54.502,,,,,,,,,,
2077,2022-09-17 17:23:41.210,,,,,,,,,,
2093,2023-01-16 01:04:32.628,,,,,,,,,,
2109,2022-11-23 12:49:03.802,,,,,,,,,,
2125,2022-12-28 23:37:40.853,,,,,,,,,,
2141,2023-01-16 16:04:38.788,694,2023-01-16 18:50:44.069,358,375,2023-01-29 10:20:31.944,2023-03-13 15:51:17.712,0,0,0,0
2157,2022-12-19 11:37:51.706,,,,,,,,,,
2173,2022-12-09 05:24:38.710,805,2022-12-09 12:31:50.448,179,44,2022-12-15 14:54:16.576,2023-03-08 03:40:27.484,0,0,1,0
2173,2022-12-09 05:24:38.710,805,2022-12-09 12:31:50.448,230,218,2022-12-16 03:59:00.729,2023-01-28 03:18:35.030,1,0,1,0
2189,2022-09-06 21:28:24.949,645,2022-09-07 07:08:12.823,,,,,,,,
2205,2022-10-05 06:33:17.330,,,,,,,,,,
2221,2022-11-02 23:10:55.623,,,,,,,,,,
2237,2022-10-28 03:31:19.039,,,,,,,,,,
2253,2023-01-27 05:23:04.981,,,,,,,,,,
2269,2022-11-07 23:05:01.353,,,,,,,,,,
2285,2022-12-08 12:04:10.813,512,2022-12-08 12:50:05.033,147,45,2022-12-10 07:43:02.085,2023-02-28 05:40:05.544,0,0,1,1
2285,2022-12-08 12:04:10.813,512,2022-12-08 12:50:05.033,132,32,2022-12-15 14:51:34.395,2023-01-14 09:38:28.817,1,1,1,1
2301,2022-12-24 12:58:23.308,997,2022-12-24 22:03:09.237,,,,,,,,
2306,2022-12-05 08:03:07.693,883,2022-12-05 16:34:17.082,,,,,,,,
2322,2022-10-21 13:10:02.768,,,,,,,,,,
2338,2022-11-21 17:20:12.731,,,,,,,,,,
2354,2022-12-12 08:21:41.517,,,,,,,,,,
2370,2022-10-13 08:34:08.469,,,,,,,,,,
2386,2022-12-04 10:04:00.456,,,,,,,,,,
2402,2022-09-11 20:27:12.284,578,2022-09-12 10:32:05.554,476,441,2022-09-20 07:18:50.422,2022-11-12 21:36:31.680,1,1,1,1
2418,2022-12-14 21:10:48.552,207,2022-12-15 02:39:55.000,,,,,,,,
2434,2022-11-28 21:03:41.482,,,,,,,,,,
2450,2022-12-01 18:22:54.907,,,,,,,,,,
2466,2022-11-02 07:32:57.674,,,,,,,,,,
2482,2023-01-21 08:20:48.496,555,2023-01-21 20:13:07.788,82,6,2023-01-22 10:24:29.621,2023-02-03 16:23:27.883,0,0,0,0
2482,2023-01-21 08:20:48.496,555,2023-01-21 20:13:07.788,198,395,2023-01-22 14:05:19.050,2023-02-21 01:22:37.346,0,0,0,0
2498,2022-10-26 23:48:03.559,,,,,,,,,,
2514,2023-01-09 23:59:31.484,,,,,,,,,,
2530,2023-01-20 04:03:33.554,,,,,,,,,,
2546,2023-01-10 16:27:26.119,,,,,,,,,,
2563,2022-12-02 04:54:03.714,,,,,,,,,,
2579,2022-09-01 11:58:57.309,,,,,,,,,,
2595,2022-09-29 03:58:51.656,,,,,,,,,,
2611,2023-01-14 23:04:17.270,,,,,,,,,,
2627,2022-11-22 14:36:38.099,,,,,,,,,,
2643,2022-10-19 23:50:46.821,558,2022-10-20 07:25:33.525,437,390,2022-10-21 20:10:10.286,2022-12-14 07:28:18.086,1,0,2,1
2643,2022-10-19 23:50:46.821,558,2022-10-20 07:25:33.525,224,132,2022-11-03 22:04:19.108,2022-11-11 05:02:36.054,1,1,2,1
2659,2022-09-22 06:33:28.342,,,,,,,,,,
2675,2022-11-16 11:52:11.948,,,,,,,,,,
2691,2022-12-23 11:50:31.261,,,,,,,,,,
2707,2022-10-02 22:56:24.649,,,,,,,,,,
2723,2022-09-30 11:39:04.923,,,,,,,,,,
2739,2022-10-29 19:16:25.955,,,,,,,,,,
2755,2023-01-18 15:33:51.801,,,,,,,,,,
2771,2023-01-06 08:28:25.742,,,,,,,,,,
2787,2023-01-07 20:47:43.697,,,,,,,,,,
2803,2023-01-23 06:52:57.784,,,,,,,,,,
2824,2022-09-02 03:52:11.675,,,,,,,,,,
2840,2022-09-27 10:53:06.012,,,,,,,,,,
2856,2022-12-27 12:03:38.482,,,,,,,,,,
2872,2022-09-26 20:27:26.998,,,,,,,,,,
2888,2023-01-12 10:57:06.330,,,,,,,,,,
2904,2022-09-05 16:04:17.838,,,,,,,,,,
2920,2023-01-27 10:21:51.599,,,,,,,,,,
2936,2022-09-27 00:58:15.418,,,,,,,,,,
2952,2022-10-04 15:25:42.823,,,,,,,,,,
2968,2022-10-04 08:45:18.018,,,,,,,,,,
2984,2022-10-29 05:08:01.533,,,,,,,,,,
3000,2022-11-22 01:15:23.172,605,2022-11-22 21:54:17.364,246,341,2022-11-29 07:57:15.580,2023-02-05 00:14:20.951,0,0,2,2
3000,2022-11-22 01:15:23.172,605,2022-11-22 21:54:17.364,459,167,2022-11-28 00:49:52.905,2022-12-06 08:53:48.852,1,1,2,2
3000,2022-11-22 01:15:23.172,605,2022-11-22 21:54:17.364,311,22,2022-12-02 05:24:47.463,2022-12-14 12:04:00.773,1,1,2,2
3016,2023-01-14 23:10:13.250,,,,,,,,,,
3032,2022-11-08 00:07:47.979,201,2022-11-08 21:55:22.152,,,,,,,,
3048,2023-01-30 08:59:28.793,879,2023-01-31 07:45:09.381,,,,,,,,
3064,2022-12-25 00:25:32.456,,,,,,,,,,
3081,2022-09-03 06:26:40.417,,,,,,,,,,
3097,2022-11-01 15:42:14.766,,,,,,,,,,
3113,2022-10-11 19:53:45.639,1,2022-10-12 12:22:07.577,,,,,,,,
3129,2022-09-07 07:33:41.812,,,,,,,,,,
3145,2022-12-26 20:29:25.035,908,2022-12-26 21:14:23.767,,,,,,,,
3161,2022-09-24 04:34:12.966,449,2022-09-24 10:04:32.744,,,,,,,,
3177,2022-09-03 07:49:05.968,266,2022-09-03 22:37:21.876,,,,,,,,
3193,2022-11-18 08:21:06.537,,,,,,,,,,
3209,2022-11-09 18:14:38.958,,,,,,,,,,
3225,2022-09-10 07:11:33.020,8,2022-09-10 15:01:51.515,,,,,,,,
3241,2022-09-23 15:57:29.173,,,,,,,,,,
3257,2022-11-14 08:12:09.898,,,,,,,,,,
3273,2023-01-12 20:24:17.989,,,,,,,,,,
3289,2022-11-30 06:02:19.373,,,,,,,,,,
3305,2023-01-27 23:03:36.773,454,2023-01-28 13:03:41.371,258,59,2023-01-28 16:46:24.087,2023-02-26 21:09:57.849,0,0,0,0
3321,2022-11-02 22:57:39.766,938,2022-11-03 07:58:25.364,,,,,,,,
3342,2022-10-03 12:03:09.213,,,,,,,,,,
3358,2022-12-08 15:09:48.500,,,,,,,,,,
3374,2022-09-19 09:47:04.774,,,,,,,,,,
3390,2022-12-29 16:51:04.300,,,,,,,,,,
3406,2022-12-29 15:46:22.096,,,,,,,,,,
3422,2023-01-30 18:58:29.645,54,2023-01-30 20:42:41.309,,,,,,,,
2,2022-10-22 05:01:43.032,,,,,,,,,,
18,2023-01-26 22:38:17.209,,,,,,,,,,
34,2022-10-06 20:24:47.514,,,,,,,,,,
50,2022-10-03 07:21:21.232,,,,,,,,,,
66,2023-01-06 07:50:20.551,,,,,,,,,,
82,2023-01-29 16:14:14.399,426,2023-01-30 03:39:42.809,,,,,,,,
98,2022-12-31 22:53:31.194,,,,,,,,,,
114,2022-12-27 21:19:22.005,,,,,,,,,,
130,2022-11-14 06:13:11.425,434,2022-11-14 21:00:46.204,,,,,,,,
146,2022-11-10 17:55:39.178,,,,,,,,,,
162,2023-01-25 08:08:54.827,,,,,,,,,,
178,2022-12-25 13:28:55.814,,,,,,,,,,
194,2023-01-25 07:47:53.570,409,2023-01-25 08:39:47.724,,,,,,,,
210,2022-09-24 03:56:40.780,160,2022-09-24 04:45:48.471,,,,,,,,
226,2022-09-24 20:12:55.247,,,,,,,,,,
242,2022-12-25 17:26:04.693,18,2022-12-25 20:20:23.002,,,,,,,,
269,2022-09-07 10:47:05.127,,,,,,,,,,
285,2022-11-26 08:36:42.403,,,,,,,,,,
301,2022-12-05 13:34:53.226,,,,,,,,,,
317,2022-09-11 18:02:12.536,,,,,,,,,,
333,2022-10-30 04:07:41.651,826,2022-10-30 22:20:44.491,287,158,2022-11-02 02:39:18.658,2023-01-20 04:32:33.395,1,0,1,0
349,2022-12-30 17:04:50.951,,,,,,,,,,
365,2022-12-26 16:06:15.284,,,,,,,,,,
381,2022-10-25 12:07:27.971,,,,,,,,,,
397,2022-09-23 10:31:19.693,,,,,,,,,,
413,2022-10-12 13:01:47.140,,,,,,,,,,
429,2022-09-30 23:13:07.060,,,,,,,,,,
445,2022-12-09 12:29:28.190,,,,,,,,,,
461,2022-09-30 17:05:49.181,553,2022-09-30 17:36:56.693,354,173,2022-10-06 10:44:50.700,2023-02-21 16:28:46.874,0,0,2,1
461,2022-09-30 17:05:49.181,553,2022-09-30 17:36:56.693,479,153,2022-10-10 16:38:36.904,2022-11-11 21:58:02.612,1,0,2,1
461,2022-09-30 17:05:49.181,553,2022-09-30 17:36:56.693,113,9,2022-10-09 19:56:21.098,2022-12-07 03:35:01.504,1,1,2,1
477,2022-11-30 10:51:45.386,,,,,,,,,,
493,2023-01-18 11:25:33.437,,,,,,,,,,
509,2023-01-24 23:10:30.449,,,,,,,,,,
520,2022-11-02 06:17:34.312,,,,,,,,,,
536,2022-11-08 16:26:02.182,939,2022-11-09 12:00:52.738,,,,,,,,
552,2022-11-19 07:41:47.057,,,,,,,,,,
568,2022-12-25 05:23:27.221,,,,,,,,,,
584,2022-12-09 09:53:32.079,,,,,,,,,,
600,2022-12-17 12:31:03.637,,,,,,,,,,
616,2022-11-08 03:46:41.682,583,2022-11-08 16:42:43.489,177,300,2022-11-20 17:53:41.481,2023-01-02 01:44:24.914,1,0,1,0
632,2022-10-04 19:00:41.416,,,,,,,,,,
648,2022-09-25 00:00:09.498,,,,,,,,,,
664,2022-12-27 09:53:27.592,,,,,,,,,,
680,2022-09-30 10:25:34.680,,,,,,,,,,
696,2022-12-21 00:13:19.394,,,,,,,,,,
712,2022-11-21 15:37:37.182,,,,,,,,,,
728,2022-10-22 08:55:21.615,,,,,,,,,,
744,2022-12-08 03:12:45.031,,,,,,,,,,
760,2023-01-31 02:06:28.769,,,,,,,,,,
771,2022-09-02 21:46:52.665,25,2022-09-03 17:18:11.939,,,,,,,,
787,2022-09-22 04:45:52.806,,,,,,,,,,
803,2022-12-02 06:18:57.093,118,2022-12-03 05:05:43.369,,,,,,,,
819,2022-10-01 05:54:16.135,498,2022-10-01 10:23:55.504,,,,,,,,
835,2022-12-04 20:21:00.833,171,2022-12-04 22:37:46.371,,,,,,,,
851,2022-09-30 16:00:02.732,680,2022-09-30 19:59:43.322,156,129,2022-10-05 17:05:27.373,2023-01-26 04:02:23.172,1,1,3,1
851,2022-09-30 16:00:02.732,680,2022-09-30 19:59:43.322,8,213,2022-10-04 20:35:12.447,2022-11-17 21:45:31.126,1,0,3,1
851,2022-09-30 16:00:02.732,680,2022-09-30 19:59:43.322,491,437,2022-10-14 23:38:49.222,2022-11-10 16:39:58.320,1,0,3,1
867,2022-12-20 17:01:51.816,,,,,,,,,,
883,2023-01-29 01:43:18.018,,,,,,,,,,
899,2022-12-23 02:37:08.131,,,,,,,,,,
915,2023-01-03 07:48:32.352,587,2023-01-04 07:28:46.255,,,,,,,,
931,2023-01-05 04:01:56.118,,,,,,,,,,
947,2022-09-09 08:21:18.681,,,,,,,,,,
963,2022-09-29 14:33:56.867,,,,,,,,,,
979,2023-01-22 09:20:22.540,,,,,,,,,,
995,2022-10-20 05:13:22.332,898,2022-10-20 22:28:38.586,,,,,,,,
1011,2022-11-30 19:41:56.526,392,2022-12-01 03:24:25.754,,,,,,,,
1038,2022-12-26 03:13:23.834,,,,,,,,,,
1054,2022-12-16 20:39:35.382,,,,,,,,,,
1070,2022-11-21 22:23:25.903,,,,,,,,,,
1086,2022-09-25 20:05:59.638,,,,,,,,,,
1102,2022-10-13 01:03:20.516,,,,,,,,,,
1118,2022-09-27 09:05:02.000,136,2022-09-27 22:03:35.771,,,,,,,,
1134,2022-11-09 18:08:06.825,,,,,,,,,,
1150,2022-09-22 15:55:29.927,,,,,,,,,,
1166,2022-10-16 23:22:31.418,,,,,,,,,,
1182,2022-12-20 11:51:30.934,677,2022-12-21 05:04:38.959,508,286,2022-12-24 08:13:35.040,2023-02-13 21:59:29.313,0,0,1,0
1182,2022-12-20 11:51:30.934,677,2022-12-21 05:04:38.959,411,278,2022-12-26 22:29:24.334,2023-01-22 06:53:19.810,1,0,1,0
1198,2023-01-21 20:51:02.839,,,,,,,,,,
1214,2023-01-08 19:05:15.032,,,,,,,,,,
1230,2022-09-12 12:14:50.777,312,2022-09-12 17:06:28.428,,,,,,,,
1246,2022-12-29 17:54:20.263,,,,,,,,,,
1262,2023-01-27 15:51:16.486,1003,2023-01-28 05:51:26.944,,,,,,,,
1278,2022-11-22 11:51:40.317,,,,,,,,,,
1289,2022-10-14 19:02:54.913,,,,,,,,,,
1305,2022-10-09 18:45:20.290,,,,,,,,,,
1321,2022-12-04 04:48:52.239,,,,,,,,,,
1337,2022-09-28 01:00:47.410,,,,,,,,,,
1353,2022-10-16 01:57:13.891,750,2022-10-16 03:28:02.506,,,,,,,,
1369,2022-09-27 10:02:50.324,603,2022-09-28 02:09:12.833,,,,,,,,
1385,2022-11-06 04:12:06.469,466,2022-11-06 09:03:17.166,489,178,2022-11-14 14:37:35.702,2023-02-26 05:06:43.456,0,0,1,0
1385,2022-11-06 04:12:06.469,466,2022-11-06 09:03:17.166,23,105,2022-11-14 03:14:14.968,2023-01-21 19:20:42.404,1,0,1,0
1385,2022-11-06 04:12:06.469,466,2022-11-06 09:03:17.166,238,216,2022-11-18 18:22:02.404,2023-03-03 16:16:37.565,0,0,1,0
1401,2023-01-21 16:02:43.327,,,,,,,,,,
1417,2023-01-15 07:12:38.643,,,,,,,,,,
1433,2022-10-20 06:31:41.355,521,2022-10-21 04:28:52.921,394,71,2022-11-04 01:21:50.331,2022-12-15 07:22:17.023,1,0,1,0
1449,2022-09-06 18:46:14.934,,,,,,,,,,
1465,2022-10-16 10:39:36.819,,,,,,,,,,
1481,2023-01-13 07:46:57.182,,,,,,,,,,
1497,2022-09-30 17:07:45.608,,,,,,,,,,
1513,2022-11-29 11:19:00.466,,,,,,,,,,
1529,2022-12-03 13:28:18.554,,,,,,,,,,
1540,2022-10-12 23:47:22.642,,,,,,,,,,
1556,2022-09-08 05:05:12.178,774,2022-09-08 20:21:54.244,280,71,2022-09-23 12:45:31.178,2022-12-15 07:22:17.023,1,0,2,0
1556,2022-09-08 05:05:12.178,774,2022-09-08 20:21:54.244,174,83,2022-09-10 01:43:29.186,2022-11-13 21:58:34.673,1,0,2,0
1572,2022-11-14 04:45:13.079,27,2022-11-14 18:12:37.937,,,,,,,,
1588,2022-12-09 11:24:11.692,,,,,,,,,,
1604,2022-09-26 07:25:43.233,775,2022-09-27 07:02:10.392,305,83,2022-10-09 04:38:05.954,2022-11-13 21:58:34.673,1,0,1,0
1620,2023-01-17 02:29:00.028,,,,,,,,,,
1636,2022-11-06 20:42:19.954,607,2022-11-07 10:14:48.104,,,,,,,,
1652,2022-12-06 17:33:03.196,407,2022-12-07 16:55:32.323,,,,,,,,
1668,2022-12-11 21:26:56.842,658,2022-12-12 04:24:31.064,,,,,,,,
1684,2022-09-27 10:37:53.597,,,,,,,,,,
1700,2023-01-03 21:18:49.117,,,,,,,,,,
1716,2022-10-23 07:41:09.586,,,,,,,,,,
1732,2022-12-24 08:30:45.275,,,,,,,,,,
1748,2022-09-01 07:51:05.295,863,2022-09-02 06:42:31.922,31,447,2022-09-05 03:38:41.560,2023-02-08 13:15:59.250,0,0,0,0
1748,2022-09-01 07:51:05.295,863,2022-09-02 06:42:31.922,136,175,2022-09-16 03:01:46.154,2023-02-11 22:12:11.897,0,0,0,0
1764,2023-01-30 00:47:00.228,,,,,,,,,,
1780,2022-11-14 02:25:49.918,,,,,,,,,,
1807,2023-01-14 04:53:43.698,,,,,,,,,,
1823,2023-01-23 02:25:29.553,,,,,,,,,,
1839,2022-12-22 16:41:20.733,,,,,,,,,,
1855,2022-12-07 09:58:46.218,870,2022-12-07 19:01:01.595,,,,,,,,
1871,2022-12-13 03:17:26.355,,,,,,,,,,
1887,2022-12-07 23:08:56.628,,,,,,,,,,
1903,2023-01-01 20:58:51.796,,,,,,,,,,
1919,2022-09-18 09:58:10.691,,,,,,,,,,
1935,2022-09-04 22:47:31.339,,,,,,,,,,
1951,2023-01-15 17:13:13.171,,,,,,,,,,
1967,2022-12-12 23:40:41.707,636,2022-12-13 20:29:44.085,424,204,2022-12-16 18:41:49.972,2023-01-21 08:54:08.085,0,0,1,0
1967,2022-12-12 23:40:41.707,636,2022-12-13 20:29:44.085,472,154,2022-12-25 16:43:02.372,2023-01-08 07:32:16.256,1,0,1,0
1983,2022-12-25 14:57:09.389,,,,,,,,,,
1999,2022-11-15 06:55:45.661,,,,,,,,,,
2015,2022-09-08 16:59:21.375,,,,,,,,,,
2031,2022-12-08 06:35:25.289,,,,,,,,,,
2047,2022-11-23 16:24:57.625,427,2022-11-23 17:25:20.410,,,,,,,,
2058,2022-11-22 22:23:25.599,,,,,,,,,,
2074,2022-09-24 17:48:10.295,,,,,,,,,,
2090,2022-11-15 12:47:49.836,,,,,,,,,,
2106,2022-09-16 04:19:11.128,,,,,,,,,,
2122,2022-09-05 21:44:05.611,,,,,,,,,,
2138,2023-01-20 07:59:16.526,734,2023-01-21 03:23:00.054,,,,,,,,
2154,2022-11-05 23:16:48.182,590,2022-11-06 08:53:32.327,468,130,2022-11-07 12:52:57.742,2022-11-24 15:03:30.959,1,0,3,1
2154,2022-11-05 23:16:48.182,590,2022-11-06 08:53:32.327,181,150,2022-11-14 20:22:34.922,2022-12-29 16:17:59.851,1,0,3,1
2154,2022-11-05 23:16:48.182,590,2022-11-06 08:53:32.327,278,129,2022-11-11 10:14:03.288,2023-01-26 04:02:23.172,1,1,3,1
2170,2022-10-13 11:42:07.187,,,,,,,,,,
2186,2022-12-15 18:51:41.760,1022,2022-12-16 06:49:10.689,,,,,,,,
2202,2022-09-04 02:52:54.991,,,,,,,,,,
2218,2023-01-27 09:09:20.229,,,,,,,,,,
2234,2022-10-16 02:02:01.139,,,,,,,,,,
2250,2023-01-17 19:06:30.212,,,,,,,,,,
2266,2022-11-02 23:08:56.048,,,,,,,,,,
2282,2022-11-22 11:41:22.140,,,,,,,,,,
2298,2022-11-22 03:09:38.133,,,,,,,,,,
2309,2022-10-08 13:36:17.619,,,,,,,,,,
2325,2023-01-19 04:56:21.990,540,2023-01-19 09:49:37.310,,,,,,,,
2341,2022-10-16 13:11:39.927,,,,,,,,,,
2357,2023-01-21 12:02:23.992,,,,,,,,,,
2373,2023-01-09 11:11:06.513,,,,,,,,,,
2389,2022-12-18 21:53:32.881,,,,,,,,,,
2405,2023-01-01 00:27:29.930,484,2023-01-01 05:32:34.898,452,308,2023-01-06 22:56:16.179,2023-01-28 22:58:44.244,0,0,0,0
2405,2023-01-01 00:27:29.930,484,2023-01-01 05:32:34.898,509,103,2023-01-13 14:17:54.012,2023-03-10 09:27:55.740,0,0,0,0
2421,2023-01-24 08:55:27.630,,,,,,,,,,
2437,2022-12-17 01:29:17.566,,,,,,,,,,
2453,2023-01-22 17:31:59.802,,,,,,,,,,
2469,2022-10-26 13:07:44.098,,,,,,,,,,
2485,2022-11-16 09:03:25.160,,,,,,,,,,
2501,2022-12-20 06:08:59.038,789,2022-12-20 19:37:28.503,503,129,2022-12-31 16:59:24.134,2023-01-26 04:02:23.172,1,1,2,1
2501,2022-12-20 06:08:59.038,789,2022-12-20 19:37:28.503,276,187,2022-12-22 16:13:12.107,2023-01-21 11:58:25.638,1,0,2,1
2517,2023-01-15 07:52:57.288,,,,,,,,,,
2533,2023-01-02 15:01:08.451,995,2023-01-03 02:55:10.541,,,,,,,,
2549,2022-09-15 07:20:58.117,,,,,,,,,,
2560,2022-11-06 04:48:10.271,420,2022-11-06 06:33:54.304,,,,,,,,
2576,2022-11-07 03:41:13.684,,,,,,,,,,
2592,2022-12-19 00:01:05.719,,,,,,,,,,
2608,2023-01-06 07:10:30.314,,,,,,,,,,
2624,2022-12-23 11:00:41.348,,,,,,,,,,
2640,2023-01-14 20:32:56.679,,,,,,,,,,
2656,2022-09-28 08:04:12.898,810,2022-09-28 19:42:52.389,130,437,2022-09-30 15:31:42.531,2022-11-10 16:39:58.320,1,0,2,1
2656,2022-09-28 08:04:12.898,810,2022-09-28 19:42:52.389,254,303,2022-10-02 15:19:22.049,2022-11-23 16:37:54.706,1,1,2,1
2656,2022-09-28 08:04:12.898,810,2022-09-28 19:42:52.389,204,204,2022-10-04 19:06:59.342,2023-01-21 08:54:08.085,0,0,2,1
2672,2023-01-08 22:16:16.362,412,2023-01-09 08:08:37.359,,,,,,,,
2688,2023-01-19 15:16:29.111,702,2023-01-20 03:08:41.983,493,181,2023-01-20 14:58:47.742,2023-02-18 21:00:32.424,0,0,0,0
2704,2023-01-14 18:55:09.233,978,2023-01-15 05:18:50.039,,,,,,,,
2720,2023-01-12 05:48:46.560,,,,,,,,,,
2736,2022-12-01 15:44:37.957,594,2022-12-01 20:17:08.424,105,40,2022-12-12 15:04:12.712,2023-03-05 08:41:03.061,0,0,0,0
2752,2023-01-16 18:42:20.111,379,2023-01-17 02:51:22.854,,,,,,,,
2768,2022-12-16 07:00:37.213,,,,,,,,,,
2784,2022-12-27 22:13:41.521,,,,,,,,,,
2800,2023-01-04 18:28:14.204,170,2023-01-05 17:37:23.242,,,,,,,,
2827,2022-09-25 07:52:04.985,673,2022-09-25 13:54:14.174,65,26,2022-10-10 10:35:11.417,2022-11-03 03:06:30.966,1,1,2,2
2827,2022-09-25 07:52:04.985,673,2022-09-25 13:54:14.174,125,106,2022-09-28 20:22:15.015,2022-12-21 20:08:44.391,1,1,2,2
2843,2022-11-11 14:58:39.537,,,,,,,,,,
2859,2022-09-13 05:42:43.973,,,,,,,,,,
2875,2022-12-18 11:46:39.541,,,,,,,,,,
2891,2022-11-12 04:06:58.173,202,2022-11-12 11:18:37.121,,,,,,,,
2907,2022-10-30 04:35:53.696,,,,,,,,,,
2923,2022-12-10 03:53:51.911,,,,,,,,,,
2939,2022-09-17 14:50:16.440,332,2022-09-18 03:29:14.125,,,,,,,,
2955,2022-12-24 01:28:12.136,,,,,,,,,,
2971,2022-11-01 10:30:07.037,,,,,,,,,,
2987,2022-09-30 13:11:33.038,,,,,,,,,,
